customer_name,city,state,segment
Luis Pierce,New Gabriel,Arizona,Corporate
Ruben Perry,Lake Gregoryberg,Alabama,Consumer
Michael Reed,East Robert,Maine,Corporate
Erin Martin,South Kevin,Michigan,Small Business
Laura Brown,Pollardborough,Idaho,Corporate
Margaret Garcia,Brianshire,Utah,Corporate
Karen Cooper,Port Thomasmouth,Washington,Small Business
Dylan Scott,Thomasside,New York,Corporate
Terry Fleming,East Caitlinland,Mississippi,Consumer
Luke Holland DVM,Elizabethmouth,Alabama,Consumer
Tony Howell,Davidville,Delaware,Corporate
Tyler Knight,Ericburgh,California,Consumer
Lisa Washington,Sullivanview,Tennessee,Small Business
Allison Collins,Clintonhaven,Illinois,Consumer
Grace Scott,Nathanton,New York,Corporate
Vanessa Tucker,Williamsberg,Montana,Consumer
Aaron Brown,Christopherfurt,New York,Consumer
Diane Holland,South Emily,New York,Small Business
Jeffrey Hall,New Erica,Georgia,Small Business
Lauren Ellison,Port Julia,Nebraska,Corporate
Vanessa Brown,West Alexandra,Minnesota,Small Business
Karen Brewer,Carrillochester,New York,Consumer
Whitney Bennett,Michaelmouth,Maine,Consumer
Wendy Cooper,Port Maria,Connecticut,Small Business
Wayne Rodriguez,Lake Kristenfurt,Kentucky,Corporate
Andrea Reed,New Danielle,North Dakota,Consumer
William Howard,North Maryfurt,Montana,Corporate
Thomas Price,Jessicafort,South Dakota,Corporate
Tracy Rubio,Camachomouth,Florida,Consumer
Kim Jackson,Mistyberg,Maine,Corporate
Jeff Erickson,Lake Gregoryton,Minnesota,Small Business
Eric Hill,Scottstad,Montana,Corporate
Christopher Boyer,Harrellland,Virginia,Small Business
James Cooper,South Stephenfurt,Minnesota,Consumer
Taylor Miller,Smithborough,Mississippi,Small Business
Austin Thompson,Hawkinsborough,West Virginia,Corporate
Adam Gaines,Lake John,South Dakota,Consumer
Anna Montoya,Claytonberg,Arkansas,Small Business
Elizabeth Cox,Martinport,Missouri,Consumer
Carrie White,Joelstad,Hawaii,Small Business
Russell Wang,Alyssafurt,Kansas,Small Business
Dustin Walters,Martinezville,New York,Consumer
Alexandra Martin,Port Jody,Rhode Island,Corporate
Yolanda Ali,Hendersonville,Illinois,Corporate
Nancy Morales,New Michael,Hawaii,Corporate
Deborah Jones,West Michaelfort,Delaware,Corporate
Danielle Smith,Beckfurt,Wyoming,Consumer
Ryan Vance,Diazberg,Alaska,Corporate
Glenda Lewis,Seanside,Colorado,Small Business
William Pitts,Floresborough,Colorado,Corporate
Janice Lee,Leechester,Nevada,Consumer
Valerie Hernandez,Patricialand,Georgia,Small Business
Jesse Thomas,Smithbury,Maryland,Consumer
Elizabeth Dixon,South Georgetown,Colorado,Consumer
Lynn Harmon,West Jason,New Jersey,Corporate
Erica Bridges,Lake William,Iowa,Corporate
Krista Nelson,Chelseastad,Indiana,Small Business
Christopher Heath,Lake Joefort,Nevada,Corporate
John Bryant,Amandachester,Idaho,Small Business
Michelle Salazar,North Jennifertown,Wyoming,Consumer
Sarah Jackson,Howardberg,Massachusetts,Small Business
Shannon Villanueva,Hickshaven,Delaware,Corporate
Joshua Frey,South Caitlyn,Georgia,Small Business
Henry Parks,Maddoxshire,Florida,Consumer
Jose Frank,East Jacobland,Virginia,Consumer
Katherine Watson,Hortonmouth,Connecticut,Corporate
Andrew Collier,Velazquezfort,Michigan,Small Business
Veronica Goodman,South Michael,Indiana,Small Business
Alicia Newman,North Chadtown,Texas,Small Business
Jesus Anderson,Moraberg,Illinois,Consumer
Jose Turner,Davidberg,Montana,Consumer
Rebecca Richardson,Charlesland,Idaho,Small Business
Joseph Leach,Port Sarah,South Dakota,Small Business
Jerry Lewis,Smithchester,North Dakota,Small Business
Julie Steele,Singletonborough,West Virginia,Small Business
Carol Sullivan,Port Elizabethhaven,Wisconsin,Corporate
Tami Ruiz,North Michelle,Maryland,Consumer
Dennis Anderson,Port Ericborough,Maine,Consumer
Teresa Wade,Johnshire,Nevada,Corporate
Melinda George,Tonytown,West Virginia,Corporate
Melissa Dunn,Lake Jason,Kansas,Consumer
Christina Walker,Williamberg,Alabama,Consumer
Daniel Owens,Stonemouth,North Carolina,Small Business
Sandra Fox,Weissmouth,Colorado,Small Business
Roy Brown,Joneshaven,Kansas,Corporate
Lawrence Ochoa,Griffinbury,Maine,Small Business
Michele White,North Jamesstad,Rhode Island,Small Business
Kristina Nixon,Heathberg,Maine,Small Business
Gary King,Port Katherinehaven,Indiana,Corporate
Travis Miller,Kimberlyton,California,Small Business
Amanda Johnson,West John,Mississippi,Consumer
Patricia Miles,Petersonton,Massachusetts,Corporate
Elizabeth Evans,West Marc,Ohio,Corporate
Gregory Garner,Michellechester,Oregon,Consumer
Paula Baker,Kimberlyfort,Montana,Small Business
Stacy Hayes,Masonhaven,Minnesota,Small Business
Cassandra Dalton,Lake Steven,Tennessee,Corporate
James Evans,New Tonya,New Hampshire,Consumer
Angela Moore,East Danielshire,Massachusetts,Corporate
Mr. Timothy Reyes,Lake Jenniferton,Massachusetts,Corporate
Michelle Lam,North Shelbyfort,Pennsylvania,Corporate
Amy Brooks,Port Franklin,Montana,Consumer
Kenneth Smith,West Ritamouth,Nevada,Small Business
Gabriel Garcia,Baileytown,North Carolina,Consumer
Kevin Garcia,Rodneymouth,Texas,Corporate
Angela Morales,New Michaelville,Illinois,Consumer
Jack Hoffman,Lake Johnburgh,Arkansas,Consumer
Eddie Whitaker,Blairborough,Alabama,Small Business
Kathleen Clark,West Christopher,Mississippi,Corporate
Nancy Wolf,West Angela,New York,Corporate
Vincent Ferguson,Mcconnellside,Rhode Island,Consumer
Brittney Mcclain,West Danielfort,Tennessee,Corporate
Kaitlin Schneider,Lake Lauraborough,Wyoming,Corporate
Patricia Mitchell,Wattsland,Oklahoma,Consumer
Lawrence Wilson,Lake Williamshire,Indiana,Consumer
Jacqueline Rodriguez,Sawyerland,Maine,Corporate
Kathryn Hawkins,Lake Reneefort,Wyoming,Consumer
Darrell Warner,Hendersonbury,Rhode Island,Corporate
Linda Richard,Perezbury,Arizona,Corporate
Diane Peck,Lopezside,North Dakota,Corporate
Lynn Glass,Fisherburgh,Hawaii,Consumer
David Sloan,Sherimouth,Vermont,Corporate
Gregory Lewis MD,New Amyfort,West Virginia,Consumer
Teresa Murray,Danielmouth,Connecticut,Small Business
Michael Sullivan,North Catherine,Virginia,Small Business
Elizabeth Burnett,Port Krista,Georgia,Small Business
Martin Lee,Cooktown,Rhode Island,Small Business
Dana Watson,Meganside,Minnesota,Small Business
Christopher Brown,New Robertborough,Idaho,Corporate
Wendy Barton,New Donnaland,Iowa,Consumer
Pamela Gardner,Lewisfurt,Texas,Consumer
William Williams,Mccannport,Nevada,Corporate
Suzanne Ortega,North Timothy,Montana,Small Business
Stephanie Adams,Gibsonside,Tennessee,Small Business
Alisha Coleman,Lindabury,Illinois,Consumer
David Chavez,Angelaberg,Utah,Small Business
Ronnie Young,New Brett,Hawaii,Corporate
David Craig,Port Marciafurt,Hawaii,Consumer
Terri Day,Kimberlyberg,Montana,Consumer
Karen Hansen,South Terriberg,Texas,Small Business
James Wilson,Wilsontown,Rhode Island,Corporate
Robert May,Berrychester,Wyoming,Consumer
Steven Burton,North Jesusfort,Michigan,Consumer
Dr. Matthew Smith,Port Cathystad,Illinois,Consumer
Matthew Guzman,Lake Sandrafort,Utah,Consumer
Jacqueline Jacobson,West Amybury,Utah,Small Business
Sandra Key,Kellymouth,South Carolina,Corporate
Tracy Lopez,Williamburgh,Missouri,Consumer
Rodney Johnson,Coleland,Georgia,Corporate
Joseph Brown,Sarahton,Illinois,Consumer
Angela Mendoza,Lanestad,Arizona,Small Business
Aaron Carlson,East Michaelfurt,Mississippi,Corporate
Peter Garcia,Johnhaven,Virginia,Corporate
Wesley Flores,West Andrea,Missouri,Consumer
Tara Jones,New Peter,Illinois,Consumer
Diana Rodriguez,Joshuashire,Massachusetts,Consumer
Jessica Goodman,Marthachester,Maryland,Consumer
Michael Skinner,Paulafurt,New Jersey,Small Business
Cameron Brown,Brittanymouth,Colorado,Small Business
John Harvey,East Jessemouth,Illinois,Small Business
Adrian Clay,West Matthew,Oklahoma,Corporate
Laura Richardson,Fosterfort,Louisiana,Consumer
Eric Fields,East Hectorburgh,New Hampshire,Small Business
Roberta Hopkins,Huntfort,Montana,Consumer
Brenda Griffin,Stephenstad,Virginia,Corporate
Savannah Obrien,Smithberg,Maine,Small Business
Brandon Lopez,West Johnmouth,Connecticut,Corporate
Joshua Smith,Cummingsshire,Maine,Corporate
Laura Thomas,Baldwinshire,West Virginia,Corporate
Lauren Davis,North Christian,South Dakota,Small Business
Hunter Perez,North Billyshire,Idaho,Consumer
Vicki Larson,Dianeport,North Dakota,Consumer
Robert Contreras,New Katherinebury,Louisiana,Corporate
Thomas Garcia,East Nancy,Arizona,Consumer
Jackie Williams,West Lucasland,Alaska,Corporate
Collin Krueger,Ericfurt,Maryland,Corporate
Cindy Martin,Martinezville,Virginia,Consumer
Ruben Becker,Port Antonio,Rhode Island,Small Business
Matthew Stewart,Bryantfurt,Delaware,Small Business
Daniel Rivas,North Erica,New York,Corporate
Samantha Martin,Dennisburgh,Delaware,Corporate
James Trujillo,Mcdonaldport,Wisconsin,Corporate
David Bentley,Rebekahton,Connecticut,Consumer
Ariel Watkins,Martinezland,Montana,Small Business
William Turner,Banksland,New Jersey,Corporate
Michael Chavez,Stephanieview,Colorado,Consumer
Joshua Anderson MD,Samuelmouth,Idaho,Consumer
David Whitehead,Port Anthony,New Mexico,Small Business
Robert Cox,New Adammouth,New Hampshire,Small Business
Andrew Adams,South Ryanmouth,Tennessee,Consumer
Nicholas Lee,North Jeremyland,Virginia,Consumer
Lauren Hudson,Thompsonton,Michigan,Corporate
Tracy Williams,Suttonfurt,North Dakota,Small Business
Jacob Hensley,East Caitlynmouth,New Jersey,Small Business
Melissa Richardson,Dawnmouth,Georgia,Corporate
Patrick May,Coxport,New Jersey,Small Business
Darryl Fisher,Martinezport,North Carolina,Small Business
Wayne Dominguez,North Joel,Kentucky,Corporate
Caitlin Hall,West Timothyfort,Massachusetts,Consumer
Kevin Johnson,East Denisetown,New York,Consumer
Devin Williamson,Lake Anthonyport,Nevada,Small Business
Suzanne Wilson,Mortonstad,New Mexico,Consumer
William White,New Jonathan,Arizona,Corporate
Sarah Ramos,Taylortown,Kansas,Corporate
Randy Roman,South Morganshire,Maryland,Corporate
Patrick Shaw,New Miguelland,Rhode Island,Corporate
Andres Mccullough,Chenhaven,Alaska,Consumer
William Anderson,Andrewville,Missouri,Corporate
Duane Hines,Hodgesland,Nevada,Corporate
Jennifer Ford,Josephburgh,New Jersey,Corporate
Dana Howell,New David,Maine,Small Business
David Brown DDS,Hernandezchester,West Virginia,Small Business
James Gutierrez,West Cynthiaberg,Rhode Island,Small Business
Kiara Schneider,Kimberlychester,New Hampshire,Corporate
Chelsea Abbott,Heatherburgh,Georgia,Consumer
Diana Thomas,Smithtown,Kentucky,Corporate
Emily Wilson,North Crystalton,Connecticut,Corporate
Vickie Cameron,Thomastown,Montana,Corporate
Annette Clark,Lake Adamburgh,New Mexico,Small Business
David Bishop,Andreastad,New Hampshire,Consumer
Mark Stone,Timothytown,Virginia,Small Business
Damon Hoffman,New Ashleyburgh,New Mexico,Consumer
Jordan Lewis,Kathleenfort,Iowa,Consumer
Judy Johnson,South Debbieview,Maine,Small Business
Joshua Dorsey,Kelseyhaven,Illinois,Small Business
Kristi Mitchell,Dixonchester,Wyoming,Corporate
Daniel Morris Jr.,Pearsonmouth,Wyoming,Consumer
Adam Johnson Jr.,Woodwardfort,Pennsylvania,Consumer
Kevin Rowe,Guerreroside,Alaska,Small Business
Tyler Obrien,Mitchellmouth,Oklahoma,Corporate
Jessica Wagner,Port Stephanieberg,Connecticut,Small Business
Julie Allen,Paulport,Kansas,Small Business
Michael Cooper,Antonioview,Alaska,Consumer
Leslie Grimes,Port Deannaville,Washington,Consumer
Edward Walters,North Amandatown,Indiana,Consumer
Cathy Perez,Markport,Ohio,Small Business
Michelle Thompson,Popeberg,Rhode Island,Small Business
Roberto Meyers,Josephland,Texas,Consumer
Brittney Ellis,Adamsland,Ohio,Corporate
Tami Dennis,Bradyshire,New York,Small Business
Jacob Collins,South Jessicaside,Alaska,Corporate
Karen Burns,Shawnland,Mississippi,Consumer
Cody Garcia,Lake Christinaside,Arkansas,Corporate
Dustin Kline,West Seanberg,Virginia,Corporate
Emily Sanders,Rodriguezfort,North Carolina,Consumer
Michael Rogers,West Johnbury,Connecticut,Small Business
Austin Miller,Port Kenneth,Nevada,Small Business
Betty Sanchez,West Chelsea,Kansas,Small Business
Gilbert Shaw,South Joseph,Vermont,Small Business
John Harris,Port Tylerland,Pennsylvania,Corporate
Megan Jones,Lake Lori,Maryland,Small Business
Michael Mitchell,Port Heatherport,Hawaii,Corporate
Michelle Sullivan,Terryton,North Dakota,Corporate
David Franklin,Williamport,New York,Small Business
Allison Huynh,Port Paul,Indiana,Corporate
Robert Foster,South Natasha,Texas,Small Business
David Potter,Donaldburgh,Minnesota,Small Business
Mr. Michael Gray DDS,Beasleyside,New York,Small Business
Sara Hogan,Ernestburgh,Wyoming,Small Business
Michelle Vasquez,Michaelfurt,Illinois,Small Business
Lori Kramer,Lake Curtis,Colorado,Small Business
Donna Hart,Jessicaborough,Maryland,Corporate
Mark King,Ramosbury,Utah,Consumer
Diane Hensley,Clarkstad,Minnesota,Small Business
Harry Maxwell,West Jessicatown,Wisconsin,Corporate
Brian Martinez,East Stephaniemouth,Texas,Consumer
David Williams MD,Andrewview,Nebraska,Corporate
Ryan Armstrong,East Heatherton,Illinois,Consumer
Kristy Becker,New Kylemouth,Alabama,Corporate
Tamara Smith,Dunnland,Arizona,Corporate
Harold Garcia,East Pamela,Michigan,Consumer
Omar Oconnell,Port Douglas,New Jersey,Consumer
Megan Mann,Lake Robert,Alaska,Corporate
Laura Park,Port Amberbury,Alabama,Consumer
Vanessa Gonzalez,Ramosfort,West Virginia,Consumer
Felicia Bradley,Natalieside,Kentucky,Small Business
Anne Mckinney,South Anthony,Georgia,Corporate
Eric Mccall,South Amyview,Florida,Corporate
Frank Gray,Cristianhaven,Tennessee,Small Business
Amanda Russell,Bethside,Vermont,Consumer
Fred Mccarty,East Michelle,South Dakota,Consumer
Natalie Robinson,East Sharon,New York,Consumer
Tiffany Rogers,Matthewbury,Wisconsin,Small Business
Emily Roberson DVM,Dominguezside,Texas,Corporate
Linda Mathis,Lake Sara,Arkansas,Consumer
Mark Campbell,Jacquelinemouth,Utah,Consumer
Kelsey Pierce,Jessicahaven,Louisiana,Consumer
Jennifer Anderson,Mccoyport,Delaware,Small Business
Kevin Mitchell,Lisahaven,Connecticut,Small Business
Karen Brown,East Diana,Massachusetts,Corporate
Rebecca Morrison,Brookeberg,Nevada,Small Business
Kathleen Watson,Castilloton,Delaware,Small Business
William Carter,Johnland,Maine,Corporate
George Green,Lake Leahstad,New Mexico,Corporate
Michael Ross,West Brenttown,Pennsylvania,Small Business
Vincent Everett,Hoffmanmouth,Washington,Corporate
Jonathan Hogan,East John,Texas,Corporate
Sheri Barnes,Bakerfurt,Massachusetts,Small Business
Brandon Mitchell,Lake Juan,Rhode Island,Consumer
Bethany Murphy,North Dannyhaven,Michigan,Small Business
Colleen Ellison,Port Christineville,Mississippi,Small Business
Javier Peterson,Floresshire,West Virginia,Corporate
Ms. Joy Porter DVM,Ryanport,Maryland,Consumer
David Sawyer,Thomasborough,Florida,Consumer
Mackenzie Cooper,South William,Tennessee,Small Business
Randy Gonzalez,East Hollyport,Ohio,Small Business
Brian Mitchell,Kimberlyton,Massachusetts,Consumer
Christopher Terry,East Derek,Arkansas,Small Business
Maria Osborne,West Samantha,Utah,Consumer
Tonya Durham,Port Tylerfurt,Wyoming,Small Business
Kevin Jimenez,Watsonville,Connecticut,Small Business
Christopher Burgess,Margaretmouth,Pennsylvania,Small Business
Aaron Rocha,Wigginsfurt,California,Consumer
Vincent Wade,East Jasonberg,Louisiana,Corporate
Gregory Cooley,Virginiashire,Connecticut,Consumer
Alexa Taylor,South Matthew,Michigan,Corporate
Taylor Dorsey,North Christian,Vermont,Small Business
Laurie Bolton,New Danielle,Montana,Small Business
Joanne Lee,Lauramouth,Louisiana,Small Business
Briana Huynh,New Normanbury,Montana,Corporate
Edward Patterson,Hendersonfurt,Mississippi,Small Business
Randall Kelly,New Brian,Kansas,Consumer
Russell Williams,Darrylmouth,Nebraska,Consumer
Kelly Taylor,Melindaside,Massachusetts,Consumer
Shelley Price,Port Lydia,Michigan,Small Business
Melissa Carrillo,New Nicole,Vermont,Small Business
Justin Baxter,South Crystal,North Dakota,Small Business
Ashley Garcia,East Kristina,Wisconsin,Small Business
Joseph Roberts,New Erinville,Arkansas,Small Business
Suzanne Phillips,South Jennifer,Vermont,Consumer
Mr. Paul Richardson,Lake Ryan,Missouri,Corporate
Brandon Hawkins,West Karen,North Carolina,Consumer
Marie Miller,Taylorside,South Carolina,Small Business
Melissa Miller,Reneefort,Georgia,Small Business
Tonya Bowers,Juanborough,Pennsylvania,Consumer
Jose Michael,Palmerville,Nebraska,Small Business
Alyssa Sullivan,Donnaville,Vermont,Corporate
William Olson,Michaelmouth,South Dakota,Consumer
John Myers,North Monicamouth,South Dakota,Consumer
Kayla Sharp,Lake Pamelaburgh,Kentucky,Small Business
Jared Holmes,South Jenniferborough,Texas,Consumer
Grant Baker,East Dawn,Connecticut,Small Business
Robin Kline,Ellisport,Nebraska,Small Business
Andrea Madden,Carterstad,Kansas,Corporate
Joseph Daugherty,North Michael,Rhode Island,Corporate
Stanley Cross,Steeleview,Utah,Small Business
Darren Santiago,Garyburgh,New Hampshire,Small Business
Crystal Larsen,East Jennaside,Michigan,Small Business
Henry Gonzalez,Michaelfort,Rhode Island,Small Business
Colleen Brooks,Davidton,North Dakota,Corporate
Melissa Ortega,South Nicholas,Louisiana,Corporate
Jennifer Jimenez,Michaelton,Alaska,Small Business
John Burns,North Mary,Utah,Small Business
Kenneth Ward,Jamesshire,Mississippi,Corporate
April Mitchell,North Teresa,Wyoming,Corporate
Jordan Bowers,Port Jennifermouth,Idaho,Consumer
John Ingram,West Michaelburgh,Delaware,Consumer
Breanna Turner,Lake Pamelaview,Oklahoma,Corporate
Raymond Macdonald,Leshire,Oregon,Consumer
Matthew Gray,Port Brandon,California,Corporate
Ronald Skinner,Jessicabury,Minnesota,Small Business
Kendra Cooper,Nelsonhaven,North Dakota,Consumer
Laura Pierce,South Charles,New Hampshire,Consumer
David Hunt,Lake Kyleton,Colorado,Corporate
Lori Odom,Port Randallmouth,South Carolina,Corporate
Karen Weber,Victorville,Georgia,Small Business
Shawn Haley,Port Brian,New Jersey,Corporate
Holly Ward,New Donnaborough,Massachusetts,Small Business
Alan Lopez,Lake Danielfort,Virginia,Corporate
George Saunders,Nancyville,Rhode Island,Consumer
Timothy Miller,Michaelfurt,Vermont,Small Business
Kimberly Nguyen,Michaelburgh,South Carolina,Small Business
Justin Clements,Haaschester,Montana,Small Business
Jason Robinson,Ruthstad,Ohio,Corporate
Ashley Waters,Thomasside,Minnesota,Small Business
Alexandra Cummings,Ayalaview,Connecticut,Consumer
Zachary Ross,West Douglasberg,New Hampshire,Corporate
Michelle Cook,New Ronaldbury,Colorado,Corporate
Dr. Christopher Watson,New Samuel,Kentucky,Small Business
Samantha Mitchell,Port Andrew,Kansas,Small Business
Zachary Jones,Aprilchester,Alaska,Small Business
Dr. Michelle Harris,West Charles,California,Consumer
David Obrien,Ethanton,New Mexico,Consumer
Tracy Powell,Halechester,Arizona,Consumer
Joshua Johnson,Anthonyton,Wisconsin,Corporate
Heather Meyer,Bairdborough,Hawaii,Small Business
Meghan Smith,New Krista,West Virginia,Small Business
Carla Porter,Danielfurt,Utah,Corporate
Mariah Ritter,Johnshire,Michigan,Small Business
Debra Rivera,Hendrixstad,Wisconsin,Corporate
Tiffany Craig,Port Whitney,North Carolina,Small Business
Aaron Norris,Hardingport,Washington,Consumer
John Levine,Lauraport,South Dakota,Corporate
Taylor Austin,Tracymouth,New Jersey,Corporate
Caleb Cohen,Reillyville,Arizona,Consumer
